file,record_id,region,start,end,contig_edge,product,KCB_hit,KCB_acc,KCB_%,record_desc
F111_bin3.1_re,bin3.fa-24,1,447,42820,FALSE,lanthipeptide-class-v,,,,bin3.fa-24
F111_bin3.1_re,bin3.fa-67,1,63085,84018,FALSE,terpene,,,,bin3.fa-67
F111_bin3.1_re,bin3.fa-102,1,0,38784,TRUE,hglE-KS / T1PKS,heterocyst glycolipids,BGC0000869,85,bin3.fa-102
F111_bin3.1_re,bin3.fa-17,1,51183,69151,TRUE,cyanobactin,anacyclamide D8P/sphaerocyclamide,BGC0001505,80,bin3.fa-17
F111_bin3.1_re,bin3.fa-45,1,0,18375,TRUE,T1PKS,scytophycin,BGC0001772,44,bin3.fa-45
F111_bin3.1_re,bin3.fa-1,1,2911,32554,TRUE,mycosporine-like,hexose-palythine-serine/hexose-shinorine,BGC0001615,42,bin3.fa-1
F111_bin3.1_re,bin3.fa-8,1,0,41425,TRUE,T1PKS / NRPS-like,cylindrospermopsin,BGC0000981,40,bin3.fa-8
F111_bin3.1_re,bin3.fa-57,1,0,29554,TRUE,T1PKS,malyngamide I,BGC0001971,20,bin3.fa-57
F111_bin3.1_re,bin3.fa-27,1,60390,84440,TRUE,lanthipeptide-class-v,,,,bin3.fa-27
F111_bin3.1_re,bin3.fa-107,1,0,1713,TRUE,cyanobactin,,,,bin3.fa-107
F112_SemiBin_1,k141_2178,1,14413,35223,FALSE,terpene,,,,k141_2178
F112_SemiBin_1,k141_1383,1,0,23515,TRUE,NRPS-like,1-heptadecene,BGC0001164,100,k141_1383
F112_SemiBin_1,k141_1335,1,0,6177,TRUE,NRPS,rhizomide A/rhizomide B/rhizomide C,BGC0001758,100,k141_1335
F112_SemiBin_1,k141_2085,1,0,26213,TRUE,NRPS,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,BGC0000298,78,k141_2085
F112_SemiBin_1,k141_1301,1,0,20134,TRUE,NRPS,micropeptin K139,BGC0001018,62,k141_1301
F112_SemiBin_1,k141_1320,1,0,43908,TRUE,NRPS,micropeptin K139,BGC0001018,37,k141_1320
F112_SemiBin_1,k141_2052,1,0,8308,TRUE,NRPS,nostophycin,BGC0001029,18,k141_2052
F112_SemiBin_1,k141_408,1,5632,30390,TRUE,NRPS-like,aeruginoside 126B/aeruginoside 126A,BGC0000297,11,k141_408
F112_SemiBin_1,k141_219,1,0,4931,TRUE,lanthipeptide-class-v,,,,k141_219
F112_SemiBin_1,k141_945,1,20356,32620,TRUE,terpene,,,,k141_945
F112_SemiBin_1,k141_961,1,0,22114,TRUE,NRPS / T1PKS,,,,k141_961
F112_SemiBin_1,k141_1358,1,0,16273,TRUE,terpene,,,,k141_1358
F112_SemiBin_2,k141_816,1,0,19057,TRUE,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,BGC0001167,41,k141_816
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-333,1,0,4701,TRUE,NRPS-like,1-heptadecene,BGC0001164,100,bin1_IDBA_re-assembly_contigs.fa-333
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-409,1,0,3286,TRUE,NRPS,bovienimide A,BGC0002135,100,bin1_IDBA_re-assembly_contigs.fa-409
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-475,1,0,2382,TRUE,NRPS-like,kolossin,BGC0001641,100,bin1_IDBA_re-assembly_contigs.fa-475
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-488,1,0,2234,TRUE,NRPS,kolossin,BGC0001641,100,bin1_IDBA_re-assembly_contigs.fa-488
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-172,1,0,9475,TRUE,NRPS,cyanopeptolin,BGC0000331,75,bin1_IDBA_re-assembly_contigs.fa-172
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-149,1,0,10242,TRUE,NRPS,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,BGC0000298,50,bin1_IDBA_re-assembly_contigs.fa-149
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-506,1,0,2002,TRUE,microviridin,microviridin 1777,BGC0002380,50,bin1_IDBA_re-assembly_contigs.fa-506
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-173,1,0,9248,TRUE,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,BGC0001167,41,bin1_IDBA_re-assembly_contigs.fa-173
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-238,1,0,7064,TRUE,NRPS,ralsolamycin,BGC0001363,40,bin1_IDBA_re-assembly_contigs.fa-238
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-184,1,0,8774,TRUE,NRPS,scytocyclamide A/scytocyclamide B/scytocyclamide B3/scytocyclamide C/scytocyclamide A2/scytocyclamide B2,BGC0002484,38,bin1_IDBA_re-assembly_contigs.fa-184
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-65,1,0,15284,TRUE,NRPS,anabaenopeptin NZ857/nostamide A,BGC0001479,22,bin1_IDBA_re-assembly_contigs.fa-65
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-102,1,0,12680,TRUE,NRPS,anachelin,BGC0002532,10,bin1_IDBA_re-assembly_contigs.fa-102
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-24,1,0,22143,TRUE,NRPS-like / NRPS / T1PKS,,,,bin1_IDBA_re-assembly_contigs.fa-24
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-54,1,0,12183,TRUE,terpene,,,,bin1_IDBA_re-assembly_contigs.fa-54
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-58,1,0,15866,TRUE,terpene,,,,bin1_IDBA_re-assembly_contigs.fa-58
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-71,1,0,14725,TRUE,lanthipeptide-class-v,,,,bin1_IDBA_re-assembly_contigs.fa-71
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-104,1,0,12657,TRUE,terpene,,,,bin1_IDBA_re-assembly_contigs.fa-104
F115_bin1_IDBA_re-assembly_contigs.1_re.2_re,bin1_IDBA_re-assembly_contigs.fa-156,1,0,9948,TRUE,NRPS-like,,,,bin1_IDBA_re-assembly_contigs.fa-156
F135_SemiBin_1,k141_2434,1,0,12588,TRUE,NRPS-like,1-heptadecene,BGC0001164,100,k141_2434
F135_SemiBin_1,k141_5755,1,0,2522,TRUE,NRPS,bovienimide A,BGC0002135,100,k141_5755
F135_SemiBin_1,k141_9157,1,0,17050,TRUE,NRPS,aeruginosin 98-A/aeruginosin 98-B/aeruginosin 98-C,BGC0000298,64,k141_9157
F135_SemiBin_1,k141_7402,1,0,20134,TRUE,NRPS,micropeptin K139,BGC0001018,62,k141_7402
F135_SemiBin_1,k141_8809,1,0,9303,TRUE,NRPS-like,scytocyclamide A/scytocyclamide B/scytocyclamide B3/scytocyclamide C/scytocyclamide A2/scytocyclamide B2,BGC0002484,38,k141_8809
F135_SemiBin_1,k141_4247,1,0,43908,TRUE,NRPS,micropeptin K139,BGC0001018,37,k141_4247
F135_SemiBin_1,k141_7517,1,0,8379,TRUE,NRPS,nostophycin,BGC0001029,18,k141_7517
F135_SemiBin_1,k141_2400,1,5624,30382,TRUE,NRPS-like,aeruginoside 126B/aeruginoside 126A,BGC0000297,11,k141_2400
F135_SemiBin_1,k141_4965,1,0,4967,TRUE,lanthipeptide-class-v,,,,k141_4965
F135_SemiBin_1,k141_7124,1,0,3796,TRUE,NRPS,,,,k141_7124
F135_SemiBin_1,k141_9547,1,30427,44246,TRUE,terpene,,,,k141_9547
F135_SemiBin_1,k141_1281,1,5967,18192,TRUE,terpene,,,,k141_1281
F135_SemiBin_1,k141_6568,1,0,23797,TRUE,NRPS / T1PKS,,,,k141_6568
F135_SemiBin_1,k141_1448,1,50583,70430,TRUE,terpene,,,,k141_1448
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-11,1,17839,64607,FALSE,hglE-KS,heterocyst glycolipids,BGC0000869,57,bin1_SPAdes_re-assembly_contigs.fa-11
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-6,1,17822,38755,FALSE,terpene,,,,bin1_SPAdes_re-assembly_contigs.fa-6
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-21,1,14897,36796,FALSE,terpene,,,,bin1_SPAdes_re-assembly_contigs.fa-21
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-29,1,10155,30983,FALSE,terpene,,,,bin1_SPAdes_re-assembly_contigs.fa-29
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-27,1,0,44221,TRUE,hglE-KS,heterocyst glycolipids,BGC0000869,71,bin1_SPAdes_re-assembly_contigs.fa-27
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-8,1,0,40155,TRUE,lanthipeptide-class-v,,,,bin1_SPAdes_re-assembly_contigs.fa-8
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-34,1,0,26600,TRUE,NRPS-like,,,,bin1_SPAdes_re-assembly_contigs.fa-34
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-69,1,0,11851,TRUE,lanthipeptide-class-v,,,,bin1_SPAdes_re-assembly_contigs.fa-69
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-77,1,0,10110,TRUE,NRPS,,,,bin1_SPAdes_re-assembly_contigs.fa-77
F136_bin1_SPAdes_re-assembly_contigs.2_re,bin1_SPAdes_re-assembly_contigs.fa-115,1,0,3446,TRUE,arylpolyene,,,,bin1_SPAdes_re-assembly_contigs.fa-115
F137_bin2,bin2.fa-50,1,22395,74381,FALSE,hglE-KS / T1PKS,heterocyst glycolipids,BGC0000869,85,bin2.fa-50
F137_bin2,bin2.fa-9,1,28832,49765,FALSE,terpene,,,,bin2.fa-9
F137_bin2,bin2.fa-45,1,36581,53460,TRUE,cyanobactin,anacyclamide D8P/sphaerocyclamide,BGC0001505,70,bin2.fa-45
F137_bin2,bin2.fa-70,1,0,41821,TRUE,T1PKS,scytophycin,BGC0001772,50,bin2.fa-70
F137_bin2,bin2.fa-52,1,0,32126,TRUE,hglE-KS / T1PKS,heterocyst glycolipids,BGC0000869,42,bin2.fa-52
F137_bin2,bin2.fa-126,1,0,13962,TRUE,mycosporine-like,hexose-palythine-serine/hexose-shinorine,BGC0001615,42,bin2.fa-126
F137_bin2,bin2.fa-41,1,0,2987,TRUE,cyanobactin,anacyclamide D8P/sphaerocyclamide,BGC0001505,40,bin2.fa-41
F137_bin2,bin2.fa-88,1,0,41488,TRUE,T1PKS / NRPS-like,cylindrospermopsin,BGC0000981,40,bin2.fa-88
F137_bin2,bin2.fa-29,1,0,3301,TRUE,cyanobactin,anacyclamide A10,BGC0000472,21,bin2.fa-29
F137_bin2,bin2.fa-22,1,71704,95788,TRUE,lanthipeptide-class-v,,,,bin2.fa-22
F137_bin2,bin2.fa-68,1,1926,24964,TRUE,lanthipeptide-class-v,,,,bin2.fa-68
F140_bin1.1_re.2_re,bin1.fa-158,1,6884,48012,FALSE,T3PKS,,,,bin1.fa-158
F140_bin1.1_re.2_re,bin1.fa-149,1,0,14519,TRUE,terpene,,,,bin1.fa-149
F150_bin1.1_re.2_re,bin1.fa-38,1,15272,44049,FALSE,cyanobactin,anacyclamide D8P/sphaerocyclamide,BGC0001505,60,bin1.fa-38
F150_bin1.1_re.2_re,bin1.fa-167,1,7054,50658,FALSE,mycosporine-like,hexose-palythine-serine/hexose-shinorine,BGC0001615,42,bin1.fa-167
F150_bin1.1_re.2_re,bin1.fa-77,1,29211,81941,FALSE,NRPS,anachelin,BGC0002532,15,bin1.fa-77
F150_bin1.1_re.2_re,bin1.fa-18,1,34705,55638,FALSE,terpene,,,,bin1.fa-18
F150_bin1.1_re.2_re,bin1.fa-97,1,2472,33932,FALSE,crocagin,,,,bin1.fa-97
F150_bin1.1_re.2_re,bin1.fa-254,1,18547,41285,FALSE,lassopeptide,,,,bin1.fa-254
F150_bin1.1_re.2_re,bin1.fa-14,1,0,18577,TRUE,terpene,geosmin,BGC0000661,100,bin1.fa-14
F150_bin1.1_re.2_re,bin1.fa-149,1,0,47659,TRUE,hglE-KS / T1PKS,heterocyst glycolipids,BGC0000869,85,bin1.fa-149
F150_bin1.1_re.2_re,bin1.fa-178,2,40900,63621,TRUE,indole,tjipanazole D/tjipanazole I/tjipanazole L/tjipanazole K/tjipanazole M,BGC0002482,40,bin1.fa-178
F150_bin1.1_re.2_re,bin1.fa-160,1,0,22220,TRUE,NRPS / T1PKS,cryptophycin-327,BGC0000975,37,bin1.fa-160
F150_bin1.1_re.2_re,bin1.fa-92,1,0,40481,TRUE,T1PKS,nocuolactylates,BGC0002597,33,bin1.fa-92
F150_bin1.1_re.2_re,bin1.fa-154,1,53196,76883,TRUE,proteusin / RiPP-like,PlpA1/PlpA2/PlpA3,BGC0001745,33,bin1.fa-154
F150_bin1.1_re.2_re,bin1.fa-200,1,6626,32087,TRUE,proteusin,PlpA1/PlpA2/PlpA3,BGC0001745,33,bin1.fa-200
F150_bin1.1_re.2_re,bin1.fa-40,1,0,30614,TRUE,NRPS,puwainaphycin A/puwainaphycin B/puwainaphycin C/puwainaphycin D,BGC0001125,30,bin1.fa-40
F150_bin1.1_re.2_re,bin1.fa-231,1,0,21574,TRUE,NRPS / lanthipeptide-class-v,desmamide A/desmamide B/desmamide C,BGC0002625,27,bin1.fa-231
F150_bin1.1_re.2_re,bin1.fa-152,1,0,34205,TRUE,NRPS-like / betalactone,anachelin,BGC0002532,20,bin1.fa-152
F150_bin1.1_re.2_re,bin1.fa-15,1,0,33603,TRUE,other,kalimantacin A,BGC0001099,6,bin1.fa-15
F150_bin1.1_re.2_re,bin1.fa-186,1,21905,45097,TRUE,lanthipeptide-class-ii,oxalomycin B,BGC0001106,6,bin1.fa-186
F150_bin1.1_re.2_re,bin1.fa-17,1,0,27542,TRUE,lanthipeptide-class-v,,,,bin1.fa-17
F150_bin1.1_re.2_re,bin1.fa-21,1,0,6481,TRUE,NRPS,,,,bin1.fa-21
F150_bin1.1_re.2_re,bin1.fa-55,1,91987,127982,TRUE,T1PKS,,,,bin1.fa-55
F150_bin1.1_re.2_re,bin1.fa-65,1,10985,21561,TRUE,RiPP-like,,,,bin1.fa-65
F150_bin1.1_re.2_re,bin1.fa-70,1,0,9329,TRUE,RiPP-like,,,,bin1.fa-70
F150_bin1.1_re.2_re,bin1.fa-136,1,0,33243,TRUE,lanthipeptide-class-v,,,,bin1.fa-136
F150_bin1.1_re.2_re,bin1.fa-139,1,0,20343,TRUE,terpene,,,,bin1.fa-139
F150_bin1.1_re.2_re,bin1.fa-175,1,57,17722,TRUE,cyanobactin,,,,bin1.fa-175
F150_bin1.1_re.2_re,bin1.fa-178,1,0,23989,TRUE,lanthipeptide-class-ii / proteusin,,,,bin1.fa-178
F154_SemiBin_6,k141_3688,1,167173,210698,FALSE,mycosporine-like,hexose-palythine-serine/hexose-shinorine,BGC0001615,42,k141_3688
F154_SemiBin_6,k141_2768,1,20984,41914,FALSE,terpene,trichamide,BGC0000481,18,k141_2768
F154_SemiBin_6,k141_1506,1,208817,255252,FALSE,NRPS,capsular polysaccharide,BGC0000730,13,k141_1506
F154_SemiBin_6,k141_3035,1,49383,72794,FALSE,lanthipeptide-class-ii,,,,k141_3035
F154_SemiBin_6,k141_3035,2,365623,385869,FALSE,RRE-containing,,,,k141_3035
F154_SemiBin_6,k141_2328,1,54772,76689,FALSE,terpene,,,,k141_2328
F154_SemiBin_6,k141_2821,1,41233,63834,FALSE,lassopeptide / RRE-containing,,,,k141_2821
F154_SemiBin_6,k141_3466,1,110161,130623,FALSE,RRE-containing,,,,k141_3466
F154_SemiBin_6,k141_3466,2,380603,424281,FALSE,NRPS-like,,,,k141_3466
F154_SemiBin_6,k141_3279,1,26441,47263,TRUE,terpene,,,,k141_3279
F154_SemiBin_6,k141_561,1,0,20717,TRUE,NRPS / NRPS-like,,,,k141_561
F156_bin2.1_re.2_re,bin2.fa-364,1,20287,70218,FALSE,T1PKS / hglE-KS,heterocyst glycolipids,BGC0000869,57,bin2.fa-364
F156_bin2.1_re.2_re,bin2.fa-10,1,4009,46381,FALSE,lanthipeptide-class-v,,,,bin2.fa-10
F156_bin2.1_re.2_re,bin2.fa-218,1,25482,48779,FALSE,lanthipeptide-class-ii,,,,bin2.fa-218
F156_bin2.1_re.2_re,bin2.fa-319,1,0,52634,TRUE,NRPS / microviridin / betalactone,anabaenopeptin NZ857/nostamide A,BGC0001479,100,bin2.fa-319
F156_bin2.1_re.2_re,bin2.fa-15,1,0,37282,TRUE,NRPS / NRPS-like,pseudospumigin A/pseudospumigin B/pseudospumigin C/pseudospumigin D/pseudospumigin E/pseudospumigin F,BGC0001748,100,bin2.fa-15
F156_bin2.1_re.2_re,bin2.fa-186,1,0,45642,TRUE,T1PKS / hglE-KS,heterocyst glycolipids,BGC0000869,85,bin2.fa-186
F156_bin2.1_re.2_re,bin2.fa-46,1,0,31824,TRUE,T1PKS / NRPS / NRPS-like,nocuolactylates,BGC0002597,71,bin2.fa-46
F156_bin2.1_re.2_re,bin2.fa-183,1,0,11742,TRUE,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,BGC0001167,66,bin2.fa-183
F156_bin2.1_re.2_re,bin2.fa-207,1,0,6287,TRUE,cyanobactin,anacyclamide D8P/sphaerocyclamide,BGC0001505,60,bin2.fa-207
F156_bin2.1_re.2_re,bin2.fa-147,1,0,15628,TRUE,cyanobactin,anacyclamide A10,BGC0000472,42,bin2.fa-147
F156_bin2.1_re.2_re,bin2.fa-64,1,0,7786,TRUE,mycosporine-like,hexose-palythine-serine/hexose-shinorine,BGC0001615,28,bin2.fa-64
F156_bin2.1_re.2_re,bin2.fa-136,1,48002,68833,TRUE,terpene,,,,bin2.fa-136
F156_bin2.1_re.2_re,bin2.fa-160,1,293,27190,TRUE,lanthipeptide-class-v,,,,bin2.fa-160
F156_bin2.1_re.2_re,bin2.fa-168,1,0,10048,TRUE,terpene,,,,bin2.fa-168
F156_bin2.1_re.2_re,bin2.fa-192,1,0,3128,TRUE,NRPS,,,,bin2.fa-192
F156_bin2.1_re.2_re,bin2.fa-253,1,0,5416,TRUE,lanthipeptide-class-ii,,,,bin2.fa-253
F156_bin2.1_re.2_re,bin2.fa-275,1,0,4611,TRUE,terpene,,,,bin2.fa-275
F158_SemiBin_1,k141_3705,1,0,40539,TRUE,NRPS / microviridin,micropeptin K139,BGC0001018,100,k141_3705
F158_SemiBin_1,k141_4335,1,0,37355,TRUE,NRPS / betalactone,anabaenopeptin NZ857/nostamide A,BGC0001479,88,k141_4335
F158_SemiBin_1,k141_2529,1,0,30467,TRUE,NRPS / T1PKS,microginin,BGC0002623,85,k141_2529
F158_SemiBin_1,k141_1902,1,498,41256,TRUE,NRPS / microviridin,microviridin B,BGC0000592,80,k141_1902
F158_SemiBin_1,k141_1849,1,2096,20601,TRUE,cyanobactin,piricyclamide 7005E1/piricyclamide 7005E2/piricyclamide 7005E3/piricyclamide 7005E4,BGC0001167,58,k141_1849
F158_SemiBin_1,k141_4080,1,0,4881,TRUE,NRPS-like,microginin,BGC0002623,57,k141_4080
